Word,stress_pattern
alleviates,0-1-0-0
alleviating,0-1-0-2-0
alley,1-0
alleys,1-0
alleyway,1-0-2
alleyways,1-0-2
Allgood,1-2
Alliance,0-1-0
alliances,0-1-0-0
alliances,0-1-0-0
Allied,1-2
Allied,0-1
allies,1-0
allies,0-1
alligator,1-0-2-0
alligators,1-0-2-0
alliteration,0-1-0-2-0
alliterative,0-1-0-0-0
alliterative,0-1-0-2-0
allocate,1-0-2
allocated,1-0-2-0
allocates,1-0-2
allocating,1-0-2-0
allocation,2-0-1-0
allocations,2-0-1-0
allot,0-1
allotment,0-1-0
allotments,0-1-0
allots,0-1
allotted,0-1-0
allotting,0-1-0
allow,0-1
allowable,0-1-0-0
allowance,0-1-0
allowances,0-1-0-0
allowed,0-1
allowing,0-1-0
allows,0-1
alloy,1-2
alloys,1-2
alls,1
allspice,1-2
allude,0-1
alluded,0-1-0
alludes,0-1
alluding,0-1-0
allure,0-1
allured,0-1
alluring,0-1-0
allusion,0-1-0
allusions,0-1-0
Alluvial,2-1-0-0
Ally,1-0
Ally,0-1
allying,1-0-0
allying,0-1-0
Alma,1-0
Alma,1-0
Almanac,1-0-2
Almighty,0-1-0
almond,1-0
almonds,1-0
almost,1-2
Alms,1
Alms,1
aloe,1-2
aloft,0-1
Aloha,0-1-0
alone,0-1
along,0-1
alongside,0-1-1
aloof,0-1
aloud,0-1
alpaca,0-1-0
Alpha,1-0
alphabet,1-0-2
alphabetical,2-0-1-0-0
alphabetically,2-0-1-0-0
alphabetize,1-0-0-2
alphabetized,1-0-0-2
alphabetizing,1-0-0-2-0
alphanumeric,2-0-0-1-0
Alpine,1-2
Alps,1
already,0-1-0
already,0-1-0
Alright,2-1
Als,1
Alsatian,0-1-0
also,1-0
alt,1
Altair,0-1
altar,1-0
altarpiece,1-0-2
altars,1-0
alter,1-0
alteration,2-0-1-0
alterations,2-0-1-0
altercation,2-0-1-0
altered,1-0
altering,1-0-0
alternate,1-0-0
alternate,1-0-2
alternated,1-0-2-0
alternately,1-0-0-0
alternates,1-0-2
alternating,1-0-2-0
alternation,1-0-2-0
alternative,0-1-0-0
alternatively,0-1-0-0-0
alternatives,0-1-0-0
alternator,1-0-2-0
alters,1-0
Althea,0-1-0
Although,2-1
altimeter,0-1-0-0
Altiplano,2-0-1-2
altitude,1-0-2
altitudes,1-0-2
Alto,1-0
altogether,2-0-1-0
Altos,1-0
Altos,1-2
altruism,1-0-2-0
altruistic,2-0-1-0
alum,1-0
alum,0-1
aluminium,2-1-0-0
aluminium,0-1-0-0
aluminum,0-1-0-0
alumna,0-1-0
alumni,0-1-2
alumnus,0-1-0
alums,1-0
alveolar,0-1-0-0
alveoli,0-1-0-2
always,1-2
always,1-0
Aly,1-0
Alzheimer,1-2-0
Alzheimer,1-2-0
am,1
am,1-1
Amal,0-1
amalgam,0-1-0
Amalgamated,0-1-0-2-0
amalgamation,0-2-0-1-0
Amar,0-1
amaranth,1-0-2
amaretto,0-0-1-0
Amargosa,0-0-1-0
Amarillo,2-0-1-0
Amaryllis,2-0-1-0
Amaryllis,2-0-1-0
amass,0-1
amassed,0-1
amasses,0-1-0
amassing,0-1-0
amateur,1-0-2
amateur,1-0-2
amateurish,1-0-0-0
amateurism,1-0-0-0-0
amateurs,1-0-2
amateurs,1-0-2
amaze,0-1
amazed,0-1
amazement,0-1-0
amazes,0-1-0
amazing,0-1-0
amazingly,0-1-0-0
Amazon,1-0-2
Amazonian,2-0-1-0-0
Amazons,1-0-2
Ambassador,0-1-0-0
ambassadorial,0-2-0-1-0-0
ambassadors,0-1-0-0
ambassadorship,0-1-0-0-2
Amber,1-0
ambergris,1-0-0
Ambers,1-0
ambiance,1-0-0
ambidextrous,2-0-1-0
ambidextrous,2-0-1-0
ambience,1-0-0
ambient,1-0-0
ambiguities,0-0-1-0-0
ambiguity,2-0-1-0-0
ambiguous,0-1-0-0
ambition,0-1-0
ambitions,0-1-0
ambitious,0-1-0
ambitiously,0-1-0-0
ambivalence,0-1-0-0
ambivalent,0-1-0-0
amble,1-0
ambled,1-0
Ambler,1-0
ambling,1-0-0
ambling,1-0
Ambrose,1-2
ambrosia,0-1-0
ambrosial,0-1-0
ambulance,1-0-0
ambulances,1-0-0-0
ambulances,1-0-0-0
ambulatory,1-0-0-2-0
ambush,1-2
ambushed,1-2
ambushes,1-0-0
ambushing,1-2-0
Ame,1
Amelia,0-1-0
ameliorate,0-1-0-2
ameliorated,0-1-0-0-2-0
ameliorated,0-1-0-2-0
amelioration,0-2-0-1-0
Amen,0-1
Amen,0-1
amenable,0-1-0-0
amenable,0-1-0-0
amend,0-1
amended,0-1-0
amended,0-1-0
amending,0-1-0
Amendment,0-1-0
amendments,0-1-0
amends,0-1
amenities,0-1-0-0
amenities,0-1-0-0
America,0-1-0-0
America,0-1-0-0
American,0-1-0-0
American,0-1-0-0
Americana,0-2-0-1-0
Americanism,0-1-0-0-2-0
Americanization,0-2-0-0-0-1-0
Americanize,0-1-0-0-2
Americanized,0-1-0-0-2
Americans,0-1-0-0
Americans,0-1-0-0
Americas,0-1-0-0
Americas,0-1-0-0
amethyst,1-0-0
Amex,1-2
ami,1-0
amiability,2-0-0-1-0-0
amiable,1-0-0-0
amiably,1-0-0-0
amicable,1-0-0-0
amicably,1-0-0-0
Amicus,0-1-0
amid,0-1
amidships,0-1-0
amidst,0-1
Amie,1-0
amiga,0-1-0
amigo,0-1-2
amigos,0-1-2
Amin,0-1
amino,0-1-0
Amir,0-1
Amir,0-1
amis,1-0
Amish,1-0
Amish,1-0
amiss,0-1
Amity,1-0-0
Amman,1-0
Amman,0-1
ammeter,1-2-0
ammo,1-2
ammonia,0-1-0
ammonium,0-1-0-0
ammunition,2-0-1-0
amnesia,0-1-0
amnesiac,0-1-0-2
amnesty,1-0-0
amniocentesis,2-0-0-2-1-0
amniotic,1-0-0-0
amoeba,0-1-0
amoebas,0-1-0
amoebic,0-1-0
amok,0-1
among,0-1
amongst,0-1
Amor,1-0
amoral,0-1-0
Amoroso,0-0-1-0
amorous,1-0-0
amorphous,0-1-0
amortization,2-0-0-1-0
amortize,1-0-2
amortized,1-0-2
amortizing,1-0-2-0
Amos,1-0
amount,0-1
amounted,0-1-0
amounted,0-1-0
amounting,0-1-0
amounting,0-1-0
amounts,0-1
amp,1
amperage,1-0-0
ampersand,1-0-2
amphetamine,0-1-0-2
amphetamines,0-1-0-2
amphibian,0-1-0-0
amphibians,0-1-0-0
amphibious,0-1-0-0
amphitheater,1-0-2-0-0
amphitheatre,1-0-2-0-0
amphora,1-0-0
ample,1-0
amplification,2-0-0-1-0
amplified,1-0-2
amplifier,1-0-2-0
amplifiers,1-0-2-0
amplifies,1-0-2
amplify,1-0-2
amplifying,1-0-2-0
amplitude,1-0-2
amply,1-0
amputate,1-0-2
amputated,1-0-2-0
amputation,2-0-1-0
amputations,2-0-1-0
amputee,1-0-1
amputees,1-0-1
Amsterdam,1-0-2
Amtrak,1-0
amuck,0-1
amulet,1-0-0
amulets,1-0-0
amuse,0-1
amused,0-1
amusement,0-1-0
amusements,0-1-0
amuses,0-1-0
amusing,0-1-0
amusingly,0-1-0-0
Amy,1-0
amygdala,2-0-1-0
an,1
an,0
Ana,1-0
Ana,1-0
Anabaptist,2-0-1-0
anabolic,2-0-1-0
anachronism,0-1-0-2-0
anachronisms,0-1-0-2-0
anachronistic,0-2-0-1-0
Anaconda,2-0-1-0
anaerobic,2-0-1-0
anaesthesia,2-0-1-0
anagram,1-0-2
Anaheim,1-0-2
anal,1-0
analgesic,2-0-1-0
analgesics,2-0-1-0
analog,1-0-2
analogies,0-1-0-0
analogous,0-1-0-0
analogue,1-0-2
analogy,0-1-0-0
analyses,0-1-0-2
analysis,0-1-0-0
analysis,0-1-0-0
analyst,1-0-0
analyst,1-0-0
analysts,1-0-0
analysts,1-0-0
analysts,1-0-0
analysts,1-0-0
analytic,2-0-1-0
analytical,2-0-1-0-0
analyzable,1-0-2-0-0
analyze,1-0-2
analyzed,1-0-2
analyzer,1-0-2-0
analyzers,1-0-2-0
analyzes,1-0-2-0
analyzing,1-0-2-0
Anaphylaxis,2-0-0-1-0
anarchic,0-1-0
anarchist,1-0-0
anarchists,1-0-0
anarchy,1-0-0
Anas,1-0
anathema,0-1-0-0
Anatolian,2-0-1-0-0
anatomical,2-0-1-0-0
anatomical,2-0-1-0-0
anatomically,2-0-1-0-0
anatomist,0-1-0-0
anatomist,0-1-0-0
anatomy,0-1-0-0
ancestor,1-2-0
ancestors,1-2-0
ancestral,0-1-0
ancestry,1-0-0
anchor,1-0
Anchorage,1-0-0
Anchorage,1-0
anchored,1-0
anchoring,1-0-0
anchorman,1-0-2
anchorman,1-0-0
anchormen,1-0-1
anchors,1-0
anchovies,0-1-0
anchovies,1-2-0
anchovy,0-1-0
anchovy,1-2-0
ancient,1-0
ancient,1-0
ancients,1-0
ancients,1-0
ancillary,1-0-2-0
and,1
and,0
Andante,0-1-0
Andean,1-0-0
Anders,1-0
Anderson,1-0-0
Andes,1-0
andiron,1-2-0
Andre,1-2
Andrew,1-0
androgynous,0-1-0-0
androgyny,0-1-0-0
android,1-2
androids,1-2
Andromeda,0-1-0-0
ands,1
Ane,1
Ane,1
anecdotal,2-0-1-0
anecdotal,2-0-1-0
anecdotally,2-0-1-0-0
anecdotally,2-0-1-0-0
anecdote,1-0-2
anecdotes,1-0-2
anecdotes,1-0-2
anemia,0-1-0-0
anemias,0-1-0-0
anemic,0-1-0
Anemometer,2-0-1-0-0
anemone,1-0-2
anemone,0-1-0-0
anesthesia,2-0-1-0
anesthesiologist,2-0-2-0-1-0-0
Anesthesiologists,2-0-2-0-1-0-0
Anesthesiologists,2-0-2-0-1-0-0
Anesthesiology,2-0-0-0-1-0-0
anesthetic,2-0-1-0
anesthetics,2-0-1-0
anesthetist,0-1-0-0
aneurism,1-0-2-0
aneurism,1-0-2
anew,0-1
anew,0-1
Angel,1-0
Angeles,1-0-0
angelfish,1-0-2
angelic,2-1-0
Angelica,1-0-2-0
Angelica,0-1-0-0
angelically,0-1-0-0
Angelina,0-0-1-0
Angeline,1-0-0
Angeline,1-0-0
angels,1-0
anger,1-0
angered,1-0
angering,1-0-0
angers,1-0
angina,0-1-0
angiogram,1-0-0-0
angioplasty,1-0-0-2-0
angle,1-0
angled,1-0
angler,1-0
anglers,1-0
angles,1-0
Anglican,1-0-0
Anglicized,1-0-2
angling,1-0
Anglo,1-0
Anglophile,1-0-2
Anglos,1-0
Anglos,1-0
Angola,0-1-0
angora,0-1-0
angrier,1-0-0
angriest,1-0-0
angrily,1-0-0
angry,1-0
angst,1
Angstrom,1-0
angstroms,1-0
anguish,1-0
anguished,1-0
angular,1-0-0
angulated,1-0-2-0
Angus,1-0
anhydride,0-1-0
aniline,1-0-2
animal,1-0-0
animals,1-0-0
animate,1-0-0
animate,1-0-2
animated,1-0-2-0
animated,1-0-2-0
animates,1-0-0
animates,1-0-2
animation,2-0-1-0
animations,2-0-1-0
animator,1-0-2-0
animators,1-0-2-0
animists,1-0-0
animists,1-0-0
animosities,2-0-1-0-0
animosity,2-0-1-0-0
animus,1-0-0
anise,1-0
anisette,2-0-1
Ankara,1-0-0
ankh,1
ankle,1-0
anklebone,1-0-2
ankles,1-0
anklet,1-0
anklets,1-0
Ann,1
Anna,1-0
annal,1-0
annals,1-0
Annapolis,0-1-0-0
Annas,1-0
Anne,1
annex,1-2
annex,0-1
annexation,2-0-1-0
annexed,1-0
annexed,0-1
annexes,1-2-0
annexing,0-1-0
Annie,1-0
annihilate,0-1-0-2
annihilated,0-1-0-2-0
annihilating,0-1-0-2-0
annihilation,0-2-0-1-0
anniversaries,2-0-1-0-0
anniversary,2-0-1-0-0
Anno,1-0
annotate,1-0-2
annotated,1-0-2-0
annotated,2-0-1-0
annotating,1-0-2-0
annotating,2-0-1-0
annotations,2-0-1-0
announce,0-1
announced,0-1
announcement,0-1-0
announcement,0-1-0
announcements,0-1-0
Announcer,0-1-0
announcers,0-1-0
announces,0-1-0
announcing,0-1-0
annoy,0-1
annoyance,0-1-0
annoyances,0-1-0-0
annoyed,0-1
annoying,0-1-0
annoys,0-1
annual,1-0-0
annually,1-0-0-0
annuals,1-0-0
annuities,0-1-0-0
annuity,0-1-0-0
annuity,0-1-0-0
annuity,0-1-0-0
annul,1-0
annular,1-0-0
annulled,1-0
annulment,1-0-0
annum,1-0
Anode,1-2
anoint,0-1
anointed,0-1-0
anointed,0-1-0
anointed,0-1-0
anointed,0-1-0
anomalies,0-1-0-0
anomalous,0-1-0-0
anomaly,0-1-0-0
anonymity,2-0-1-0-0
anonymous,0-1-0-0
anonymously,0-1-0-0-0
anorexia,2-0-1-0-0
anorexic,2-0-1-0
anorexics,2-0-1-0
another,0-1-0
Anschluss,1-0
Anschluss,1-0
answer,1-0
answerable,1-0-0-0
answered,1-0
answering,1-0-0
answers,1-0
ant,1
antacid,0-1-0
antacids,0-1-0
antagonism,0-1-0-2-0
antagonist,0-1-0-0
antagonistic,0-2-0-1-0
antagonists,0-1-0-0
antagonists,0-1-0-0
antagonize,0-1-0-2
antagonized,0-1-0-2
antagonizing,0-1-0-2-0
Antarctic,0-1-0
Antarctic,0-1-0
Antarctica,2-1-0-0
Antarctica,2-1-0-0
Antares,0-1-0
ante,1-0
anteater,1-2-0
antebellum,2-0-1-0
antecedent,2-1-0-0
antecedent,2-0-1-0
antecedents,2-1-0-0
antecedents,2-0-1-0
Anted,1-0
Anted,1-0
antelope,1-0-2
antemortem,0-0-1-0
antenna,0-1-0
antennae,0-1-0
antennas,0-1-0
anterior,0-1-0-0
antes,1-0
anthem,1-0
anthems,1-0
anthill,1-2
anthills,1-2
anthologies,0-1-0-0
anthology,0-1-0-0
Anthony,1-0-0
anthracite,1-0-2
anthrax,1-0
anthropological,2-0-0-1-0-0
anthropologist,2-0-1-0-0
anthropologist,2-0-1-0-0
anthropologists,2-0-1-0-0
anthropologists,2-0-1-0-0
anthropologists,2-0-1-0-0
anthropologists,2-0-1-0-0
anthropology,2-0-1-0-0
anti,1-0
anti,1-0
antiaircraft,2-0-1-2
antibacterial,2-0-0-1-0-0
antibiotic,2-0-0-1-0
antibiotic,2-0-0-1-0
antibiotics,2-0-0-1-0
antibiotics,2-0-0-1-0
antibodies,1-0-2-0
antibodies,1-0-2-0
antibodies,1-0-2-0
antibody,1-0-2-0
antibody,1-0-2-0
antic,1-0
anticipate,0-1-0-2
anticipated,0-1-0-2-0
anticipated,0-1-0-2-0
anticipates,0-1-0-2
anticipating,0-1-0-2-0
anticipation,0-0-0-1-0
anticipation,0-2-0-1-0
anticipations,0-0-0-1-0
anticipations,0-2-0-1-0
anticipatory,0-1-0-0-2-0
anticlimactic,2-0-0-1-0
anticline,1-0-2
anticommunist,2-0-1-0-0
antics,1-0
antidepressant,2-0-0-1-0
antidepressants,2-2-0-1-0
antidepressants,2-2-0-1-0
antidisestablishmentarianism,2-0-0-0-2-0-0-1-0-0-0-0
antidote,1-0-2
antidote,1-0-2
antifreeze,1-0-2
antifungal,2-2-1-0
antifungal,2-2-1-0
antigen,1-0-0
antigens,1-0-0
Antigone,0-1-0-0
antigovernment,2-0-1-0-0
antigovernment,2-0-1-0-0
antihistamine,2-0-1-0-0
antihistamines,2-0-1-0-0
Antilles,0-1-0
antimatter,0-0-1-0
antimissile,2-2-1-0
antioxidant,2-0-1-0-0
antioxidants,2-0-1-0-0
antipathy,0-1-0-0
antiquated,1-0-2-0
antiquated,1-0-2-0
antique,0-1
antiques,0-1
antiquities,0-1-0-0
antiquity,0-1-0-0
antiseptic,2-0-1-0
antisocial,2-0-1-0
antisocial,2-0-1-0
antitank,2-0-1
antithesis,0-1-0-0
antithetical,2-0-1-0-0
antitoxin,2-0-1-0
antitrust,2-0-1
antiviral,2-0-1-0
antiwar,2-0-1
antiwar,2-0-1
antler,1-0
antlers,1-0
Antoinette,2-0-1
Antonio,0-1-0-0
Antony,1-0-0
ants,1
antsy,1-0
Antwerp,1-0
anus,1-0
anvil,1-0
anxieties,0-1-0-0
anxiety,0-1-0-0
anxious,1-0
anxious,1-0
anxiously,1-0-0
any,1-0
anybody,1-0-0-0
anyhow,1-0-2
anymore,2-0-1
anyone,1-0-0
anyone,1-0-2
anyplace,1-0-2
anything,1-0-2
anytime,1-0-2
anyway,1-0-2
anyways,1-0-2
anywhere,1-0-2
anywhere,1-0-2
aorta,0-1-0
aortic,0-1-0
apace,0-1
Apache,0-1-0
Apaches,0-1-0
apart,0-1
apartheid,0-1-2
apartheid,0-1-2
apartment,0-1-0
apartments,0-1-0
apathetic,2-0-1-0
apathy,1-0-0
apatite,1-0-2
ape,1
apelike,1-2
aperture,1-0-0
apes,1
Apex,1-2
aphasia,0-1-0
aphid,1-0
aphid,1-0
aphids,1-0
aphids,1-0
aphorism,1-0-2-0
aphorisms,1-0-2-0
aphrodisiac,2-0-1-0-0
Aphrodite,2-0-1-0
apiece,0-1
aping,1-0
aplenty,0-1-0
aplomb,0-1
apnea,1-0-0
apocalypse,0-1-0-2
apocalyptic,0-2-0-1-0
apogee,1-0-2
apolitical,2-0-1-0-0
Apollo,0-1-0
Apollonian,2-0-1-0-0
apologetic,0-2-0-1-0
apologies,0-1-0-0
apologist,0-1-0-0
apologists,0-1-0-0
apologists,0-1-0-0
apologists,0-1-0-0
apologize,0-1-0-2
apologized,0-1-0-2
apologizes,0-1-0-2-0
apologizing,0-1-0-2-0
apology,0-1-0-0
apoplectic,2-0-1-0
apoplexy,1-0-2-0
apostate,0-1-0
Apostle,0-1-0
apostles,0-1-0
apostrophe,0-1-0-0
apothecary,0-1-0-2-0
apotheosis,0-2-0-1-0
app,1
Appalachia,2-0-1-0-0
Appalachian,2-0-1-0
Appalachian,2-0-1-0
Appalachian,2-0-1-0
Appalachians,1-0-1-0
Appalachians,2-0-1-0
Appalachians,2-0-1-0
appalled,0-1
appalling,0-1-0
appallingly,0-1-0-0
appalls,0-1
apparatchik,2-0-1-0
apparatus,2-0-1-0
apparatuses,2-0-1-0-0
apparel,0-1-0
apparel,0-1-0
apparent,0-1-0
Apparently,0-1-0-0
apparition,2-0-1-0
apparitions,2-0-1-0
appeal,0-1
appealed,0-1
appealing,0-1-0
appeals,0-1
appear,0-1
appearance,0-1-0
appearances,0-1-0-0
appeared,0-1
appearing,0-1-0
appears,0-1
appease,0-1
appeased,0-1
appeasement,0-1-0
appeasing,0-1-0
appel,1-0
appellate,0-1-2
appellate,0-1-0
appellation,2-0-1-0
appendage,0-1-0
appendages,0-1-0-0
appendectomies,2-0-1-0-0
appendectomy,2-0-1-0-0
appended,0-1-0
appendix,0-1-0
appendixes,0-1-0-0
appetite,1-0-2
appetites,1-0-2
appetizer,1-0-2-0
appetizers,1-0-2-0
appetizing,1-0-2-0
applaud,0-1
applauded,0-1-0
applauded,0-1-0
applauding,0-1-0
applauds,0-1
applause,0-1
apple,1-0
apples,1-0
applesauce,1-0-2
appliance,0-1-0
appliances,0-1-0-0
appliances,0-1-0-0
applicability,2-0-0-1-0-0
applicable,1-0-0-0
applicant,1-0-0
applicants,1-0-0
application,2-0-1-0
applications,2-0-1-0
applicator,1-0-2-0
applied,0-1
applies,0-1
Appling,1-0-0
Appling,1-0
apply,0-1
applying,0-1-0
appoint,0-1
appointed,0-1-0
appointed,0-1-0
appointee,0-0-1
appointee,0-1-0
appointees,0-0-1
appointees,0-1-0
appointing,0-1-0
appointment,0-1-0
appointments,0-1-0
appoints,0-1
apportioned,0-1-0
appraisal,0-1-0
appraisals,0-1-0
appraise,0-1
appraised,0-1
appraiser,0-1-0
appraisers,0-1-0
appraising,0-1-0
appreciable,0-1-0-0
appreciably,0-1-0-0
appreciate,0-1-0-2
appreciated,0-1-0-2-0
appreciates,0-1-0-2
appreciating,0-1-0-2-0
appreciation,0-2-0-1-0
appreciative,0-1-0-2-0
appreciative,0-1-0-0
appreciatively,0-1-0-2-0-0
appreciatively,0-1-0-0-0
apprehend,2-0-1
apprehended,2-0-1-0
apprehending,2-0-1-0
apprehension,2-0-1-0
apprehensions,2-0-1-0
apprehensive,2-0-1-0
apprehensive,2-0-1-0
apprentice,0-1-0
apprentice,0-1-0
apprenticed,0-1-0
apprentices,0-1-0-0
apprenticeship,0-1-0-2
apprenticeships,0-1-0-2
apprise,0-1
apprised,0-1
approach,0-1
approachable,0-1-0-0
approached,0-1
approaches,0-1-0
approaches,0-1-0
approaching,0-1-0
approbation,2-0-1-0
appropriate,0-1-0-0
appropriate,0-1-0-2
appropriated,0-1-0-2-0
appropriately,0-1-0-0-0
appropriateness,0-1-0-0-0
appropriating,0-1-0-2-0
appropriation,0-2-0-1-0
appropriations,0-2-0-1-0
approval,0-1-0
approvals,0-1-0
approve,0-1
approved,0-1
approves,0-1
approving,0-1-0
approximate,0-1-0-0
approximate,0-1-0-2
approximated,0-1-0-2-0
approximately,0-1-0-0-0
approximates,0-1-0-0
approximates,0-1-0-2
approximating,0-1-0-2-0
approximation,0-2-0-1-0
approximations,0-2-0-1-0
apps,1
apricot,1-0-2
apricots,1-0-2
April,1-0
apron,1-0
aprons,1-0
apropos,2-0-1
apt,1
aptitude,1-0-2
aptitudes,1-0-2
aptly,1-0
Aqua,1-0
Aqua,1-0
aqualung,1-0-0
Aquamarine,2-0-0-1
aquarium,0-1-0-0
aquariums,0-1-0-0
Aquarius,0-1-0-0
aquatic,0-1-0
aquatic,0-1-0
aqueduct,1-0-2
aqueducts,1-0-2
aqueous,1-0-0
aquifer,1-0-0
Aquila,1-0-0
Aquilino,0-0-1-0
Aquinas,0-1-0
ar,1
Ara,1-0
Arab,1-0
Arab,1-0
Arabia,0-1-0-0
Arabian,0-1-0-0
Arabians,0-1-0-0
Arabic,1-0-0
Arabic,1-0-0
Arable,1-0-0
Arabs,1-0
Arabs,1-0
Arachnid,0-1-0
Arachnid,0-1-0
Arachnids,0-1-0
Arachnids,0-1-0
Arango,0-1-0
Arapaho,0-1-0-2
arb,1
arbiter,1-0-0
arbiters,1-0-0
arbitrage,1-0-2
arbitrager,1-0-2-0
arbitrageurs,2-0-2-1
arbitrarily,1-0-2-0-0
arbitrary,1-0-2-0
arbitrary,1-0-2-0
arbitrate,1-0-2
arbitrates,1-0-2
arbitration,2-0-1-0
arbitrations,2-0-1-0
arbitrator,1-0-2-0
Arbor,1-0
arboreal,0-1-0-0
arboretum,2-0-1-0
arbour,1-0
arbs,1
Arc,1
arcade,0-1
arcades,0-1
Arcadia,0-1-0-0
Arcadians,2-1-0-0
arcana,0-1-0
arcane,2-1
Arcanum,1-0-0
arch,1
archaeological,2-0-0-1-0-0
archaeologist,2-0-1-0-0
archaeologists,2-0-1-0-0
archaeologists,2-0-1-0-0
archaeologists,2-0-1-0-0
archaeology,2-0-1-0-0
archaic,0-1-0
Archangel,2-1-0
archangels,2-1-0
Archbishop,1-1-0
archdiocese,1-1-0-0
archdiocese,1-1-0-0
Archduke,1-2
arched,1
archenemy,1-1-0-0
archeological,2-0-0-1-0-0
archeology,2-0-1-0-0
Archer,1-0
archery,1-0-0
arches,1-0
arches,1-0
archetypal,1-1-0
archetype,1-0-2
archetypes,1-0-2
Archie,1-0
Archimedes,2-0-1-0
arching,1-0
archipelago,2-0-0-1-2
archipelago,2-0-1-0-2
architect,1-0-2
architects,1-0-2
architectural,2-0-1-0-0
architecturally,2-0-1-0-0-0
architecturally,2-0-1-0-0
architecture,1-0-2-0
architectures,1-0-2-0
architrave,1-0-2
archival,0-1-0
archive,1-2
archives,1-2
archivist,1-0-0
archivist,1-0-0
archivists,1-0-0
archivists,1-0-0
archivists,1-0-0
archivists,1-0-0
archway,1-2
Arco,1-0
arcs,1
Arctic,1-0
Arctic,1-0
Arcturus,2-1-0
Arcturus,2-1-0
ardent,1-0
ardently,1-0-0
ardor,1-0
arduous,1-0-0
are,1
are,0
area,1-0-0
areas,1-0-0
aren,1-0
arena,0-1-0
arenas,0-1-0
arent,1-0
Ares,1
argent,1-0
Argentina,2-0-1-0
Argentine,1-0-2
Argentines,1-0-2
Argo,1-0
argon,1-2
Argonaut,1-0-2
Argonauts,1-0-2
Argosy,1-0-0
argot,1-0
arguably,1-0-0-0
argue,1-0
argued,1-0
argues,1-0
arguing,1-0-0
argument,1-0-0
Argumentative,2-0-1-0-0
arguments,1-0-0
Argus,1-0
Argyle,1-2
Argyll,0-1
aria,1-0-0
Ariadne,2-0-1-0
arias,1-0-0
arid,1-0
arid,1-0
Ariel,1-0-0
Aries,1-0
arise,0-1
arisen,0-1-0
arises,0-1-0
arises,0-1-0
arising,0-1-0
Arista,0-1-0
aristocracy,2-0-1-0-0
aristocrat,0-1-0-2
aristocratic,0-2-0-1-0
Aristocrats,0-1-0-2
Aristotelian,0-2-0-1-0-0
Aristotle,1-0-2-0
arithmetic,2-0-1-0
arithmetic,0-1-0-2
Arizona,2-0-1-0
Arizonans,0-0-1-0
Arizonans,0-1-0-0
Ark,1
Arkansas,1-0-2
Arlington,1-0-0
arm,1
armada,0-1-0
Armadillo,2-0-1-0
armadillos,2-0-1-0
Armageddon,2-0-1-0
armament,1-0-0
armaments,1-0-0
armband,1-2
armbands,1-2
armchair,1-2
armchairs,1-2
armed,1
Armenia,0-1-0-0
Armenian,0-1-0-0
Armenians,0-1-0-0
armies,1-0
arming,1-0
armistice,1-0-0
armoire,1-0
armor,1-0
armored,1-0
armory,1-0-0
armour,1-0
armpit,1-2
armpits,1-2
armrest,1-2
armrests,1-2
armrests,1-2
armrests,1-2
arms,1
Armstrong,1-2
Armstrong,1-2
army,1-0
arn,1
Arnold,1-0
aroma,0-1-0
aromas,0-1-0
aromatherapy,0-2-0-1-0-0
aromatic,2-0-1-0
arose,0-1
around,0-1
around,0-1
arousal,0-1-0
arouse,0-1
aroused,0-1
arouses,0-1-0
arousing,0-1-0
arraign,0-1
arraigned,0-1
arraignment,0-1-0
arraignments,0-1-0
arrange,0-1
arranged,0-1
arrangement,0-1-0
arrangements,0-1-0
arranger,0-1-0
arranges,0-1-0
arranging,0-1-0
arrant,1-0
array,0-1
arrayed,0-1
arrays,0-1
arrears,0-1
arrest,0-1
arrested,0-1-0
arrested,0-1-0
arresting,0-1-0
arrests,0-1
arrhythmia,0-1-0-0
arrhythmias,0-1-0-0
arrival,0-1-0
arrivals,0-1-0
arrive,0-1
arrived,0-1
arrives,0-1
arriving,0-1-0
arrogance,1-0-0
arrogant,1-0-0
arrogantly,1-0-0-0
arrow,1-0
arrow,1-0
Arrowhead,1-0-2
Arrowhead,1-0-2
arrowheads,1-0-2
arrowheads,1-0-2
arrowroot,1-0-2
arrows,1-0
arrows,1-0
Arroyo,0-1-0
arsenal,1-0-0
arsenals,1-0-0
arsenic,1-0-0
arson,1-0
arsonist,1-0-0
arsonist,1-0-0
arsonists,1-0-0
arsonists,1-0-0
arsonists,1-0-0
arsonists,1-0-0
art,1
arterial,0-1-0-0
arteries,1-0-0
arteriosclerosis,0-2-0-0-0-1-0
artery,1-0-0
artful,1-0
artfully,1-0-0
arthritic,0-1-0
arthritis,0-1-0
arthritis,0-1-0
arthropod,1-0-2
arthropods,1-0-2
Arthur,1-0
Arthurian,0-1-0-0
artichoke,1-0-2
artichoke,1-0-2
artichokes,1-0-2
article,1-0-0
article,1-0-0
articles,1-0-0
articles,1-0-0
articulate,0-1-0-0
articulate,0-1-0-2
articulated,0-1-0-2-0
articulates,0-1-0-0
articulating,0-1-0-2-0
articulation,2-0-0-1-0
articulatory,0-1-0-0-2-0
artifact,1-0-2
artifacts,1-0-2
artifice,1-0-0
artificial,2-0-1-0
artificially,2-0-1-0-0
artillery,0-1-0-0
artisan,1-0-0
artisans,1-0-0
artist,1-0
artist,1-0
artistic,0-1-0
artistically,0-1-0-0
artistry,1-0-0
artists,1-0
artists,1-0
artists,1-0
artists,1-0
